,movieid,keywords
43655,441043,"alien, planet, astronaut, null, null"
43656,109080,"martial arts, post-apocalyptic, fighter, nuclear holocaust, blood"
43657,114370,"martial arts, post-apocalyptic, fighter, nuclear holocaust, blood"
43658,114372,"martial arts, post-apocalyptic, fighter, nuclear holocaust, blood"
43659,114371,"martial arts, post-apocalyptic, fighter, nuclear holocaust, blood"
43660,105231,"martial arts, post-apocalyptic, fighter, nuclear holocaust, blood"
43661,293570,"null, null, null, null, null"
43662,50253,"anime, null, null, null, null"
43663,83090,"mythology, fighter, manga, suit of armor, anime"
43664,83091,"mythology, fighter, manga, suit of armor, anime"
43665,66105,"mythology, fighter, manga, suit of armor, anime"
43666,83088,"mythology, fighter, manga, suit of armor, anime"
43667,427416,"null, null, null, null, null"
43668,433583,"null, null, null, null, null"
43669,398395,"null, null, null, null, null"
43670,427413,"null, null, null, null, null"
43671,328327,"stand-up comedy, null, null, null, null"
43672,319971,"stand-up comedy, null, null, null, null"
43673,322785,"stand-up comedy, null, null, null, null"
43674,323688,"stand-up comedy, null, null, null, null"
43675,355984,"stand-up comedy, null, null, null, null"
43676,429803,"stand-up comedy, null, null, null, null"
43677,326553,"stand-up comedy, null, null, null, null"
43678,327953,"stand-up comedy, null, null, null, null"
43679,329286,"stand-up comedy, null, null, null, null"
43680,323552,"stand-up comedy, null, null, null, null"
43681,337405,"null, null, null, null, null"
43682,338689,"stand-up comedy, null, null, null, null"
43683,350762,"stand-up comedy, null, null, null, null"
43684,399798,"stand-up comedy, null, null, null, null"
43685,327352,"null, null, null, null, null"
43686,340785,"null, null, null, null, null"
43687,342546,"stand-up comedy, null, null, null, null"
43688,345176,"stand-up comedy, null, null, null, null"
43689,346473,"stand-up comedy, comedy, null, null, null"
43690,348601,"stand-up comedy, null, null, null, null"
43691,352036,"comedian, stand-up comedy, impressionist, null, null"
43692,355335,"stand-up comedy, null, null, null, null"
43693,359244,"stand-up comedy, null, null, null, null"
43694,360408,"music, ventriloquist, ventriloquism, null, null"
43695,359459,"stand-up comedy, null, null, null, null"
43696,366692,"stand-up comedy, null, null, null, null"
43697,361750,"stand-up comedy, null, null, null, null"
43698,362988,"stand-up comedy, null, null, null, null"
43699,422548,"stand-up comedy, null, null, null, null"
43700,362108,"stand-up comedy, null, null, null, null"
43701,422550,"stand-up comedy, null, null, null, null"
43702,376599,"null, null, null, null, null"
43703,368999,"stand-up comedy, null, null, null, null"
43704,369665,"stand-up comedy, null, null, null, null"
43705,357600,"stand-up comedy, null, null, null, null"
43706,369796,"stand-up comedy, null, null, null, null"
43707,371347,"stand-up comedy, null, null, null, null"
43708,374174,"stand-up comedy, null, null, null, null"
43709,371084,"stand-up comedy, null, null, null, null"
43710,179105,"null, null, null, null, null"
43711,295891,"stand-up comedy, null, null, null, null"
43712,306218,"null, null, null, null, null"
43713,273128,"null, null, null, null, null"
43714,281590,"stand-up comedy, null, null, null, null"
43715,265394,"stand-up comedy, null, null, null, null"
43716,306199,"null, null, null, null, null"
43717,37354,"stand-up comedy, null, null, null, null"
43718,297482,"stand-up comedy, null, null, null, null"
43719,24440,"usa, capitalism, british empire, petrol, hegemony"
43720,59060,"null, null, null, null, null"
43721,40748,"stand-up comedy, null, null, null, null"
43722,40120,"stand-up comedy, null, null, null, null"
43723,17695,"stand-up comedy, null, null, null, null"
43724,238255,"stand-up comedy, null, null, null, null"
43725,400001,"dancing, mexico, piggy bank, independence, apprentice"
43726,375355,"prank, teenager, drunk, mysterious stranger, null"
43727,336000,"book, based on memoir or autobiography, memoir, null, null"
43728,439263,"parent child relationship, dance, fight, cossack, steamboat"
43729,442752,"ryöstö, poliisi, gangsteri, vankila, perustuu näytelmään"
43730,393732,"father son relationship, child abuse, runaway, sheriff, small town"
43731,427451,"bank, money, rich, null, null"
43732,378018,"nurse, mutant, mutation, burned alive, murder"
43733,22817,"asteroid, stop motion, spoof, adult animation, catastrophe"
43734,360328,"null, null, null, null, null"
43735,443007,"ride-share, null, null, null, null"
43736,242409,"null, null, null, null, null"
43737,255802,"self-help, null, null, null, null"
43738,363618,"amnesia, secret mission, military operation, null, null"
43739,351097,"religion, dramedy, null, null, null"
43740,405204,"biography, homosexuality, null, null, null"
43741,390409,"chess, chess champion, null, null, null"
43742,442491,"null, null, null, null, null"
43743,47291,"null, null, null, null, null"
43744,173577,"blackout, punk, nyc, hip hop culture, heatwave"
43745,433082,"null, null, null, null, null"
43746,42539,"life and death, brother brother relationship, countryside, comeback, woods"
43747,110001,"prison, journalist, based on novel, franco regime, escape from prison"
43748,381009,"hometown, journey, death of grandmother, childhood friend, favor"
43749,24948,"piercing, zombie, eye ripped out, watching movie, killed"
43750,90231,"amsterdam, dutch, jail guard, jail, rescue mission"
43751,28602,"gore, blood, zombie, soldier, null"
43752,224113,"null, null, null, null, null"
43753,434661,"pizza, zombie, zombie apocalypse, null, null"
43754,86658,"skeleton, druid, null, null, null"
43755,410988,"vampire, post-apocalyptic, road movie, null, null"
43756,371463,"woman director, null, null, null, null"
43757,345909,"sport, coach, teenager, new york city, manhattan, new york city"
43758,340101,"based on novel, world war ii, britain, war propaganda, woman director"
43759,433356,"nurse, world war i, lieutenant, ottoman empire, null"
43760,410117,"female nudity, arranged marriage, long take, older man younger woman relationship, false accusations"
43761,354285,"based on novel, jealousy, letter, revenge, memory"
43762,340676,"paris, female nudity, nudity, medium, poltergeist"
43763,403252,"null, null, null, null, null"
43764,4369,"gay, love at first sight, lovesickness, homophobia, new love"
43765,356401,"mother daughter relationship, null, null, null, null"
43766,403114,"poetry, persia, family relationships, autobiographical, woman director"
43767,53163,"null, null, null, null, null"
43768,246252,"car breakdown, motel, swimming pool, beating, gay interest"
43769,70740,"null, null, null, null, null"
43770,371504,"hallucination, police, miniseries, police detective, missing teenager"
43771,393443,"short, null, null, null, null"
43772,309028,"restaurant, based on tv series, null, null, null"
43773,422960,"woman director, null, null, null, null"
43774,416499,"cuba, rolling stones, music, concert, havana cuba"
43775,317560,"new york, genius, dating, teenager, woman director"
43776,75944,"null, null, null, null, null"
43777,56947,"woman director, dramedy, null, null, null"
43778,327231,"wedding, family, failing marriage, null, null"
43779,416166,"baltimore, mental institution, 19th century, pseudo-scientific experiments, null"
43780,352845,"null, null, null, null, null"
43781,430128,"brazilian, youtubers, null, null, null"
43782,240733,"null, null, null, null, null"
43783,400610,"hunter, animal attack, escaped animal, man eater, null"
43784,393949,"woman director, short, null, null, null"
43785,434616,"null, null, null, null, null"
43786,399173,"assassin, revenge, sex change, rogue surgeon, gangsters"
43787,75203,"null, null, null, null, null"
43788,13544,"null, null, null, null, null"
43789,55505,"martial arts, kung fu, drug, kickboxing, null"
43790,29801,"null, null, null, null, null"
43791,38526,"null, null, null, null, null"
43792,71539,"null, null, null, null, null"
43793,283378,"based on novel, fallen angel, teenager, reform school, based on young adult novel"
43794,214134,"stand-up comedian, null, null, null, null"
43795,294161,"null, null, null, null, null"
43796,227970,"brazilian, comedy, null, null, null"
43797,261461,"brazilian, comedy, null, null, null"
43798,132518,"null, null, null, null, null"
43799,224233,"brazilian, comedy, dog, null, null"
43800,345938,"based on novel, christian, loss of daughter, death of a child, guilt"
43801,278475,"null, null, null, null, null"
43802,334939,"null, null, null, null, null"
43803,203273,"null, null, null, null, null"
43804,422715,"null, null, null, null, null"
43805,408550,"bonne pioche cinéma, aloest productions, null, null, null"
43806,172297,"quebec, moose, hunting trip, null, null"
43807,395992,"mars, alien life-form, space, astronaut, space station"
43808,69535,"miniseries, null, null, null, null"
43809,37213,"high school, romance, comedy, based on manga, null"
43810,57979,"null, null, null, null, null"
43811,41520,"brazilian, null, null, null, null"
43812,81232,"null, null, null, null, null"
43813,269043,"null, null, null, null, null"
43814,405882,"gore, demon, evil, blond boy, null"
43815,105843,"totalitarian regime, null, null, null, null"
43816,403867,"revenge, blind woman murdered, blind man, null, null"
43817,366499,"null, null, null, null, null"
43818,445602,"monster, horror, urban legend, creature, college student"
43819,26882,"gay, high school, crush, coming of age, rural setting"
43820,384452,"null, null, null, null, null"
43821,434336,"null, null, null, null, null"
43822,314095,"based on novel, river, snake, expedition, world war i"
43823,347882,"mother, kidnapping, drug dealer, magic, sister"
43824,11795,"japan, dual identity, secret identity, alien, dark"
43825,38145,"stand-up comedy, null, null, null, null"
43826,21576,"comedian, humor, politics, george w. bush, stand-up comedy"
43827,26797,"cigarette smuggling, cigarette, denis leary, null, null"
43828,66109,"stand-up comedy, null, null, null, null"
43829,24979,"woman director, null, null, null, null"
43830,21587,"woman director, null, null, null, null"
43831,382474,"presidential election, politics, null, null, null"
43832,149883,"newspaper, stand-up comedy, null, null, null"
43833,194144,"comedian, stand-up comedy, null, null, null"
43834,419037,"stand-up comedy, null, null, null, null"
43835,141803,"stand-up comedy, null, null, null, null"
43836,144092,"geek, nerd, stand-up comedy, null, null"
43837,171597,"woman director, null, null, null, null"
43838,271467,"null, null, null, null, null"
43839,382591,"london england, single parent, stuntman, children, parenting"
43840,140465,"alcohol, prohibition, booze, woman director, null"
43841,381347,"null, null, null, null, null"
43842,367147,"bath, shower, on the run, woman director, mountain man"
43843,101915,"england, based on novel, romance, miniseries, poverty"
43844,391975,"florida, monster, lava, volcano, giant spider"
43845,15473,"null, null, null, null, null"
43846,434724,"null, null, null, null, null"
43847,42211,"rape, sex, adultery, nun, nudity"
43848,423536,"haunted house, possession, paranormal, haunting, rural setting"
43849,126204,"null, null, null, null, null"
